代號,名稱,當日收盤價,當日買賣超金額(萬元),5日買賣超金額(萬元),1個月買賣超金額(萬元),當日漲幅(%),5日漲幅(%),1個月漲幅(%),當日買超(張),5日買超(張),1個月買超(張)
2317,鴻海            ,309.0,982386.95,4926214.3,12666663.19,2.49,17.05,22.62,31792.458,159424.411,409924.375
8046,南電            ,902.1068115234375,690232.68,192272.7,-57585.45,4.87,-0.11,-3.83,7651.341,2131.3740000000007,-638.3439999999987
2308,台達電          ,2442.2294921875,660406.7,21081.08,422778.5,4.03,-2.58,11.09,2704.114,86.31899999999996,1731.1170000000002
2449,京元電子        ,322.5,629210.92,631025.85,-2212966.33,5.22,2.22,-1.83,19510.416,19566.693,-68619.111
3017,奇鋐            ,2855.0,485059.65,624195.5,-90092.67,5.74,5.74,17.25,1698.983,2186.324,-315.5609999999999
3481,群創            ,58.05914306640625,465291.31,-1013937.52,642002.53,5.69,18.33,111.39,80140.919,-174638.734,110577.33400000003
2382,廣達            ,417.0,346853.34,2021572.47,-187787.48,4.12,33.65,20.35,8317.826,48478.956,-4503.297
2357,華碩            ,931.0,307441.06,1464498.38,2585719.46,1.2,32.81,48.01,3302.267,15730.38,27773.571
2368,金像電          ,1375.2672119140625,297463.42,319975.17,253352.14,8.63,0.73,-4.15,2162.95,2326.64,1842.2029999999995
3711,日月光投控      ,618.0,250954.04,-1082465.19,-1590297.98,4.75,-3.74,17.94,4060.745,-17515.618,-25732.977
2481,強茂            ,159.0,246321.07,24576.82,645553.28,8.9,7.8,56.65,15491.891,1545.7119999999995,40600.835
6442,光聖            ,2065.0,210122.01,-119181.89,-554168.15,9.84,1.23,0.24,1017.54,-577.152,-2683.623
2356,英業達          ,85.4000015258789,203022.84,504737.88,1394951.67,5.96,37.74,73.58,23773.166,59102.795000000006,163343.284
2887,台新新光金      ,28.299999237060547,192481.93,610711.17,372102.76,8.43,21.46,18.16,68014.819,215799.005,131485.07700000002
2890,永豐金          ,33.0,187463.0,374293.24,362269.37,6.45,11.3,6.45,56806.971,113422.193,109778.59599999999
2330,台積電          ,2418.547607421875,186478.24,1821476.16,-4823553.77,1.89,5.43,7.78,771.034,7531.281,-19944.010000000002
2301,光寶科          ,250.0,183144.88,-67741.75,929392.48,9.89,1.63,35.14,7325.795,-2709.67,37175.69900000001
1519,華城            ,935.0,173282.52,23676.07,-511020.79,10.0,6.49,5.41,1853.289,253.22000000000003,-5465.463
2345,智邦            ,2585.0,166073.33,-30623.46,841460.67,6.6,-1.34,4.02,642.45,-118.4659999999999,3255.1670000000004
1513,中興電          ,184.5,149515.53,65793.88,-127420.5,9.82,9.17,18.65,8103.823,3566.0640000000003,-6906.259999999999
2603,長榮            ,219.80271911621094,143553.84,795286.92,1260804.64,2.6,12.06,11.79,6531.031,36181.851,57360.739
3037,欣興            ,1000.0,135883.7,-754825.0,1342061.3,2.56,-7.41,16.55,1358.837,-7548.250000000001,13420.613
3231,緯創            ,194.0,129693.68,3233317.82,3359738.21,1.57,33.79,32.42,6685.241,166665.867,173182.38199999998
3706,神達            ,100.0,121033.74,523275.16,457458.59,5.04,18.76,13.9,12103.374,52327.516,45745.859000000004
3376,新日興          ,226.5,110153.09,94192.31,319420.04,7.09,6.84,10.49,4863.271,4158.601,14102.43
1326,台化            ,55.8615837097168,106130.24,392458.41,165113.79,3.86,24.31,10.78,18998.789,70255.511,29557.664
1301,台塑            ,52.0,105858.69,170748.11,-121245.24,2.16,14.41,2.56,20357.44,32836.174999999996,-23316.392000000003
2892,第一金          ,29.0,102939.54,57248.78,-637719.78,3.02,5.07,0.69,35496.394,19740.96,-219903.37300000002
2360,致茂            ,2523.65478515625,98069.48,-267458.2,201143.61,5.17,-3.05,8.53,388.601,-1059.805,797.0330000000001
2884,玉山金          ,33.0,95764.99,103276.97,-182261.58,2.48,5.94,3.61,29019.695,31296.051,-55230.782
2912,統一超          ,239.0,91427.06,229452.26,-110421.73,2.58,15.74,5.29,3825.4,9600.512999999999,-4620.155999999999
6257,矽格            ,230.0,88944.01,-90828.01,-182015.1,6.98,-1.5,13.02,3867.131,-3949.0440000000003,-7913.700000000001
2880,華南金          ,36.400001525878906,87565.55,139566.73,-121451.99,6.9,21.54,11.31,24056.468,38342.507,-33365.929000000004
2834,臺企銀          ,16.850000381469727,78261.01,95431.03,-83159.02,3.37,4.33,4.01,46445.7,56635.623,-49352.533
3042,晶技            ,213.2125244140625,76779.88,25026.37,275460.28,3.57,9.85,44.52,3601.096,1173.7759999999998,12919.517
3665,貿聯-KY         ,2305.0,68431.3,-147306.79,27992.38,5.01,8.98,-16.03,296.882,-639.075,121.44200000000006
2383,台光電          ,4830.0,64613.81,-89510.53,1507888.81,-0.62,-8.95,-2.42,133.776,-185.32199999999997,3121.9230000000002
