代號,名稱,當日收盤價,當日買賣超金額(萬元),5日買賣超金額(萬元),1個月買賣超金額(萬元),當日漲幅(%),5日漲幅(%),1個月漲幅(%),當日買超(張),5日買超(張),1個月買超(張)
2330,台積電          ,1729.726806640625,1588038.66,-2717150.0,-7984249.6,2.96,3.57,21.68,9180.864,-15708.550000000001,-46159.021
2308,台達電          ,1119.14794921875,742836.69,1105843.29,2880910.76,7.66,10.84,26.4,6637.52,9881.118,25742.001
2303,聯電            ,58.5,453969.82,497660.85,1931231.36,6.95,6.17,16.07,77601.679,85070.231,330125.018
2327,國巨*           ,280.98388671875,375078.06,1392623.61,2662782.27,3.47,17.18,28.05,13348.739,49562.401,94766.36899999999
3037,欣興            ,274.0,344743.7,599064.75,221952.82,9.82,21.51,29.25,12581.887,21863.677,8100.468000000001
2454,聯發科          ,1505.0,342407.82,1008459.26,199864.3,1.01,5.99,7.66,2275.135,6700.726000000001,1328.0020000000006
2382,廣達            ,289.5,325935.86,480736.29,-311984.68,2.3,2.3,9.25,11258.579,16605.744,-10776.672999999999
1303,南亞            ,73.80000305175781,313857.89,947120.1,1148499.85,5.88,19.22,28.57,42528.167,128336.05200000001,155623.28
8046,南電            ,288.8937072753906,292034.39,530863.39,201832.7,9.87,20.37,18.89,10108.714,18375.734,6986.4
6446,藥華藥          ,587.0,214748.26,370103.38,219077.5,9.93,14.65,16.93,3658.403,6304.998,3732.1549999999997
1795,美時            ,337.5,171870.36,346210.88,351080.43,5.97,15.38,19.05,5092.455,10258.1,10402.383
3189,景碩            ,192.5,148019.14,-54307.08,210990.26,10.0,14.24,41.54,7689.306,-2821.1470000000013,10960.532999999998
6770,力積電          ,56.400001525878906,106663.27,408197.1,1118963.54,9.94,18.74,62.07,18911.927,72375.37,198397.78600000002
2481,強茂            ,89.85299682617188,94672.52,262983.13,222486.79,4.69,15.24,15.53,10536.379,29268.153000000002,24761.199
2449,京元電子        ,273.5,92682.8,-103427.06,-288385.87,2.24,3.8,27.21,3388.768,-3781.611,-10544.273000000001
1513,中興電          ,160.0,87399.6,56422.77,88166.69,5.96,9.22,9.22,5462.475,3526.4230000000002,5510.418000000001
2451,創見            ,243.82066345214844,84061.17,-47169.35,-351804.69,6.72,5.18,40.72,3447.664,-1934.5920000000006,-14428.83
1301,台塑            ,42.595863342285156,82461.84,280033.17,366936.75,0.94,4.88,7.77,19359.119,65741.87,86143.752
7769,鴻勁            ,3530.0,79962.97,687407.49,1909614.22,1.88,7.13,7.95,226.524,1947.33,5409.672
2409,友達            ,15.699999809265137,72328.31,-309666.96,-614648.63,2.95,8.28,38.94,46068.989,-197240.10600000003,-391495.945
2882,國泰金          ,73.5724105834961,72026.61,33509.36,202727.02,1.33,0.4,4.1,9789.894,4554.608999999999,27554.760999999995
2375,凱美            ,104.5,69339.87,92598.46,112367.69,6.42,15.34,15.09,6635.394,8861.097,10752.889
1519,華城            ,965.0,69124.78,668187.13,448530.07,6.39,22.77,26.14,716.319,6924.219,4647.9800000000005
2887,台新新光金      ,21.850000381469727,67517.32,304277.83,830124.4,1.16,4.8,2.82,30900.376,139257.586,379919.628
4958,臻鼎-KY         ,172.81869506835938,66368.55,90756.05,-63977.9,3.88,20.42,24.29,3840.357,5251.518,-3702.0240000000003
