代號,名稱,當日收盤價,當日買賣超金額(萬元),5日買賣超金額(萬元),1個月買賣超金額(萬元),當日漲幅(%),5日漲幅(%),1個月漲幅(%),當日買超(張),5日買超(張),1個月買超(張)
3533,嘉澤            ,1985.0,127508.06,458981.82,968218.88,-3.87,17.8,20.67,642.358,2312.2509999999997,4877.677
8046,南電            ,532.8816528320312,101232.91,-284755.65,27904.56,-1.29,-5.65,28.37,1899.726,-5343.6939999999995,523.654
2360,致茂            ,1507.2515869140625,95101.55,86618.13,-402865.74,-4.1,4.83,44.76,630.96,574.676,-2672.85
3702,大聯大          ,90.69999694824219,94236.56,502849.36,714908.03,-0.77,10.74,40.62,10389.919,55440.946,78821.175
2618,長榮航          ,34.849998474121094,87003.2,189499.18,-147284.35,0.14,0.14,-10.3,24965.052,54375.663,-42262.369
2344,華邦電          ,106.94010925292969,61122.0,-719348.78,-335563.73,-2.27,-8.12,1.9,5715.536,-67266.509,-31378.66000000001
3443,創意            ,2578.25390625,58968.53,537737.91,808201.64,-2.08,14.6,4.65,228.715,2085.667,3134.686
2412,中華電          ,134.0,52437.55,138467.47,1077673.06,0.0,-1.83,0.75,3913.25,10333.393,80423.363
6919,康霈*           ,94.5,49088.73,52726.88,20181.0,-6.9,-23.17,-40.94,5194.575,5579.563999999999,2135.556
2891,中信金          ,51.5,48348.49,-20249.1,-462201.37,-1.15,-0.77,-1.34,9388.057,-3931.8640000000005,-89747.838
3045,台灣大          ,109.0,46120.24,189358.53,369893.41,0.0,0.93,2.35,4231.215,17372.342,33935.175
6139,亞翔            ,598.0,42789.71,329643.13,426262.59,0.84,4.91,15.22,715.547,5512.427,7128.137000000001
4958,臻鼎-KY         ,199.63539123535156,42410.78,245501.14,-78916.63,-4.06,2.29,12.92,2124.412,12297.476000000002,-3953.0379999999986
3036,文曄            ,234.31459045410156,36420.01,153221.87,677059.2,-5.12,2.55,37.71,1554.321,6539.152,28895.307
2383,台光電          ,2795.0,34550.11,-50227.55,-453006.89,-0.53,8.12,27.33,123.614,-179.70499999999993,-1620.7759999999998
2006,東和鋼鐵        ,71.19999694824219,33923.42,82569.48,128146.94,0.99,-1.01,4.9,4764.525,11596.838,17998.166
3583,辛耘            ,436.0,28050.93,163609.26,298530.03,1.4,7.52,36.04,643.37,3752.5060000000003,6847.019
2485,兆赫            ,78.0,28046.55,-81344.31,30718.44,5.55,14.37,111.96,3595.711,-10428.758,3938.2610000000027
3023,信邦            ,274.0,22869.66,81681.59,179358.43,1.48,14.17,17.6,834.659,2981.0800000000004,6545.928
6285,啟碁            ,166.0,21738.16,-42935.34,-153067.92,-4.32,-5.14,-3.49,1309.528,-2586.466,-9220.958999999999
2882,國泰金          ,69.22758483886719,21319.95,56214.47,-57215.65,-0.42,-0.97,-9.01,3079.69,8120.242,-8264.862999999998
3665,貿聯-KY         ,1770.0,21293.63,-103466.41,662138.95,-3.01,7.6,29.67,120.303,-584.556,3740.898
3135,凌航            ,146.5,18816.43,37730.58,29276.93,-6.69,33.18,27.95,1284.398,2575.466,1998.4250000000002
2388,威盛            ,56.0655403137207,18124.67,48730.01,59442.78,1.45,13.33,14.02,3232.765,8691.616,10602.374
2912,統一超          ,210.0,17118.78,25360.57,-28924.69,-3.23,-4.55,-5.83,815.18,1207.6459999999997,-1377.3660000000004
3481,群創            ,24.435667037963867,16847.34,-279504.24,754280.82,-4.76,-8.42,13.9,6894.57,-114383.716,308680.265
8039,台虹            ,107.91256713867188,16155.27,-59917.59,107860.39,-6.81,-10.61,35.35,1497.07,-5552.42,9995.165
6531,愛普*           ,519.4356079101562,15756.82,-47188.23,270743.86,-5.42,-0.95,32.07,303.345,-908.452,5212.27
2347,聯強            ,77.0,15049.03,166889.72,257513.88,-0.39,-0.26,12.08,1954.42,21673.989,33443.361
4904,遠傳            ,93.0999984741211,14230.47,64936.15,255208.57,-1.06,-0.43,1.31,1528.514,6974.882,27412.307
3563,牧德            ,689.5199584960938,13772.33,-255.61,219351.33,-3.04,0.14,44.74,199.738,-3.7069999999999155,3181.218
1711,永光            ,38.45000076293945,12973.94,43453.96,131490.97,-8.01,8.31,67.17,3374.236,11301.42,34197.912
6239,力成            ,192.0,12462.62,-185338.16,-262554.62,-4.71,-5.88,-20.99,649.095,-9653.029,-13674.72
4764,雙鍵            ,134.88963317871094,10365.72,11970.24,18072.53,-5.57,-14.78,32.2,768.459,887.4099999999999,1339.8009999999997
7769,鴻勁            ,3950.0,10300.81,80461.5,414879.16,-3.78,-3.07,-9.09,26.078,203.7,1050.3269999999998
6196,帆宣            ,270.2398681640625,10231.52,43452.81,35284.19,-5.03,-2.32,3.99,378.609,1607.935,1305.662
2467,志聖            ,352.1576843261719,9633.73,-15329.25,235373.18,-3.27,-6.08,30.22,273.563,-435.2950000000001,6683.744
2345,智邦            ,1565.0,9611.45,288090.36,-182274.92,-2.8,12.59,7.93,61.415,1840.833,-1164.6959999999997
9933,中鼎            ,34.650001525878906,9348.84,35428.33,107961.06,1.17,0.87,11.77,2698.079,10224.627,31157.593
2481,強茂            ,90.34400177001953,9232.33,18070.81,145230.02,-2.95,-7.54,9.26,1021.908,2000.2219999999998,16075.225999999999
2395,研華            ,330.0,8947.46,42361.97,403365.24,-4.07,-2.94,8.2,271.135,1283.696,12223.189
6269,台郡            ,62.5,8288.93,17615.69,-14109.99,3.65,12.01,2.63,1326.228,2818.511,-2257.599
3030,德律            ,236.26625061035156,7756.27,15899.37,121689.76,-5.48,-3.4,30.54,328.285,672.9430000000001,5150.535
3532,台勝科          ,135.0,7606.26,48248.1,-13535.69,-5.92,1.5,-8.78,563.427,3573.933,-1002.6440000000002
2324,仁寶            ,31.558095932006836,7533.53,20016.18,-187257.38,-0.91,3.15,6.86,2387.193,6342.645,-59337.35
6409,旭隼            ,757.0,7348.35,-7638.36,-82021.86,0.66,-2.82,-16.17,97.072,-100.90299999999996,-1083.512
2211,長榮鋼          ,101.0,6615.78,9689.3,1916.73,0.5,-1.94,0.5,655.028,959.337,189.77500000000006
3406,玉晶光          ,430.982421875,6373.58,53629.0,81904.68,-0.67,0.8,2.91,147.885,1244.3429999999998,1900.4180000000001
2472,立隆電          ,125.5,6161.36,37972.27,88206.42,-2.71,5.02,15.67,490.945,3025.679,7028.4
2236,百達-KY         ,104.0,5792.8,1671.53,3025.08,-3.7,-6.73,-7.56,557.0,160.724,290.873
4938,和碩            ,72.43991088867188,5740.59,48333.45,181706.21,-1.69,-1.69,7.38,792.462,6672.213000000001,25083.715
6890,來億-KY         ,181.5,5704.82,15058.93,12933.94,5.22,5.52,-8.79,314.315,829.693,712.614
