代號,名稱,當日收盤價,當日買賣超金額(萬元),5日買賣超金額(萬元),1個月買賣超金額(萬元),當日漲幅(%),5日漲幅(%),1個月漲幅(%),當日買超(張),5日買超(張),1個月買超(張)
2330,台積電          ,119.6062240600586,70449.58,703584.56,2794148.43,-0.63,0.0,5.32,5890.127,58825.079,233612.293
2317,鴻海            ,64.07562255859375,69449.77,372800.65,995351.53,0.36,2.42,7.64,10838.72,58181.354,155340.127
2412,中華電          ,73.47952270507812,50236.48,116333.83,503945.15,0.92,1.85,5.26,6836.8,15832.143,68583.073
1301,台塑            ,52.03132629394531,17274.4,61883.19,321472.56,0.38,1.52,2.56,3320.0,11893.449,61784.425
2002,中鋼            ,16.17926025390625,16489.77,82843.78,369805.17,0.0,1.12,12.13,10191.916,51203.691,228567.413
3673,TPK-KY          ,68.41778564453125,16440.79,5620.84,-13112.49,8.99,3.76,15.11,2403.0,821.547,-1916.5329999999994
2454,聯發科          ,148.88101196289062,16171.16,-22479.77,179140.24,1.03,-2.57,4.9,1086.18,-1509.915,12032.444
1303,南亞            ,41.946102142333984,14332.98,67609.66,225097.96,0.9,3.05,8.87,3417.0,16118.223,53663.619
8464,億豐            ,162.74658203125,13377.77,35408.32,68750.65,1.29,3.51,1.51,822.0,2175.672,4224.399
6269,台郡            ,52.189327239990234,12295.11,15407.9,49060.45,1.42,-2.29,5.95,2355.867,2952.308,9400.475
1326,台化            ,51.611572265625,11096.49,37473.95,155877.86,1.01,2.18,9.18,2150.0,7260.765,30202.114
1527,鑽全            ,48.74214172363281,10754.97,10027.82,29459.12,6.47,7.25,9.63,2206.503,2057.3210000000004,6043.871
2912,統一超          ,158.10098266601562,10332.66,7820.99,68098.3,2.02,0.0,0.44,653.548,494.683,4307.266
1536,和大            ,104.79373931884766,8572.13,43702.98,-50354.45,-0.37,8.1,4.71,818.0,4170.381,-4805.101000000001
2891,中信金          ,9.726122856140137,8413.29,14000.95,132902.32,0.3,0.0,6.29,8650.2,14395.2,136644.707
4904,遠傳            ,48.128440856933594,7883.44,26019.67,73206.72,0.55,0.55,5.07,1638.0,5406.298,15210.699
2395,研華            ,139.45359802246094,7446.82,23951.63,133352.8,-0.83,-1.64,10.6,534.0,1717.534,9562.521
0050,元大台灣50      ,11.688302993774414,7157.92,44444.77,305468.16,0.0,0.08,5.32,6124.0,38025.0,261345.175
6505,台塑化          ,65.14921569824219,6899.3,52893.82,167987.98,0.32,3.9,10.55,1059.0,8118.873,25785.112
2105,正新            ,40.70270538330078,6333.34,52525.13,200736.16,-0.32,2.12,7.38,1556.0,12904.579,49317.646
2379,瑞昱            ,55.246368408203125,5845.07,14975.22,25126.18,-0.36,1.2,2.56,1058.0,2710.626,4548.024
2892,第一金          ,8.388044357299805,5691.29,25982.61,127209.98,-0.31,-0.31,4.23,6785.0,30975.767,151656.306
1310,台苯            ,11.6580228805542,5668.13,6024.87,8865.34,5.95,4.71,-5.82,4862.0,5168.0,7604.501
2303,聯電            ,8.09914779663086,5513.9,12902.84,94743.12,0.38,-0.38,0.0,6808.0,15931.114,116979.126
2301,光寶科          ,20.75239372253418,5418.45,18080.73,40711.26,0.39,1.86,2.68,2611.0,8712.601,19617.621
2357,華碩            ,150.67088317871094,4926.94,47146.18,133609.52,-0.17,0.35,6.06,327.0,3129.084,8867.64
2890,永豐金          ,5.246536731719971,4893.97,4848.33,23700.89,0.93,0.82,8.28,9328.0,9241.016,45174.349
2382,廣達            ,32.795406341552734,4637.17,15716.73,114765.59,-0.52,-2.2,3.96,1413.968,4792.357,34994.409
2354,鴻準            ,50.0187873840332,4601.73,18005.48,57283.23,0.7,-0.69,9.94,920.0,3599.744,11452.342
1402,遠東新          ,17.513948440551758,4395.61,13128.59,57172.57,0.18,-1.09,8.8,2509.776,7496.079,32644.021999999997
2231,為升            ,186.4653778076172,4326.0,8904.39,-1832.56,2.05,7.14,4.61,232.0,477.536,-98.279
9938,百和            ,71.74146270751953,4302.34,53061.54,101244.91,0.0,9.51,22.52,599.7,7396.217000000001,14112.468
8105,凌巨            ,21.26814842224121,4221.73,27918.7,11283.67,7.62,28.41,12.16,1985.0,13127.0,5305.429
2881,富邦金          ,19.845561981201172,4145.31,13258.33,159301.97,-0.5,-2.21,1.79,2088.784,6680.751,80270.826
6239,力成            ,42.01835632324219,4105.23,16542.32,47479.35,-0.14,-1.94,-2.21,977.008,3936.926,11299.668
4934,太極            ,38.46782302856445,4046.81,13494.51,19206.98,-0.66,-1.32,5.88,1052.0,3508.0,4993.0
5388,中磊            ,52.62096405029297,3941.31,4653.76,-14587.82,0.73,2.47,-2.7,749.0,884.3919999999999,-2772.2439999999997
9933,中鼎            ,24.219894409179688,3579.7,14135.17,44599.17,1.86,-1.57,16.33,1478.0,5836.1810000000005,18414.269
2485,兆赫            ,52.940406799316406,3531.13,-3891.12,661.71,-0.33,-3.35,-4.87,667.0,-735.0,124.99200000000019
