代號,名稱,當日收盤價,當日買賣超金額(萬元),5日買賣超金額(萬元),1個月買賣超金額(萬元),當日漲幅(%),5日漲幅(%),1個月漲幅(%),當日買超(張),5日買超(張),1個月買超(張)
2474,可成            ,152.29335021972656,28258.87,58878.91,199145.21,1.57,0.0,-7.65,1855.555,3866.151,13076.422
2498,宏達電          ,82.26937103271484,28142.14,-204462.51,-298835.71,9.93,0.0,-32.99,3420.731,-24852.811,-36324.054000000004
3008,大立光          ,1865.8232421875,23764.99,128805.99,199883.22,1.64,0.0,-5.15,127.37,690.3439999999999,1071.287
2105,正新            ,42.26318359375,22053.39,43910.83,257446.2,3.17,0.0,5.86,5218.11,10389.854,60915.005
2412,中華電          ,73.14552307128906,18711.58,13290.82,338449.5,0.92,0.0,3.3,2558.13,1817.0380000000002,46270.706
2409,友達            ,7.0212788581848145,15421.19,34208.57,99036.48,1.44,0.0,0.2,21963.506,48721.287,141051.915
3673,TPK-KY          ,58.668251037597656,13012.62,1501.91,-61460.5,4.41,0.0,-22.22,2218.0,256.0,-10475.939
2496,卓越            ,42.17953872680664,12329.08,24379.77,33224.82,0.0,0.0,-17.65,2923.0,5780.0,7877.0
3481,群創            ,8.782702445983887,10590.68,22738.13,50842.46,0.45,0.0,-1.33,12058.57,25889.672000000002,57889.307
2354,鴻準            ,49.810089111328125,9580.87,32562.86,85663.09,0.7,0.0,-1.24,1923.48,6537.402,17197.94
3045,台灣大          ,68.00910186767578,8499.98,-17752.67,28198.9,1.92,0.0,2.91,1249.83,-2610.3370000000004,4146.342000000001
8464,億豐            ,173.43544006347656,7499.94,63188.81,122654.13,1.21,0.0,7.94,432.434,3643.362,7072.034
1216,統一            ,38.08248519897461,6725.58,-25605.58,72236.96,2.34,0.0,0.18,1766.057,-6723.716,18968.551
2377,微星            ,32.61000442504883,5028.46,30438.36,55428.09,0.6,0.0,12.28,1542.0,9334.057,16997.265
9921,巨大            ,143.7198028564453,4689.29,-6274.49,-42118.73,2.15,0.0,-10.8,326.28,-436.57800000000003,-2930.614
2379,瑞昱            ,56.95637512207031,4327.72,20689.77,77325.0,-0.23,0.0,4.34,759.83,3632.565,13576.18
2892,第一金          ,8.204556465148926,4144.82,-14921.59,76181.59,0.32,0.0,-1.88,5051.85,-18186.954,92852.786
2886,兆豐金          ,13.057527542114258,4029.38,-25016.05,63182.47,1.12,0.0,-1.32,3085.87,-19158.333,48387.774999999994
2492,華新科          ,21.19732666015625,3925.74,-1859.01,8822.7,3.16,0.0,-6.79,1852.0,-877.001,4162.174
4746,台耀            ,61.128623962402344,3838.88,7048.13,23736.24,3.72,0.0,-3.7,628.0,1153.0,3883.0
4119,旭富            ,47.6247673034668,3833.79,3776.64,-5457.8,7.42,0.0,4.15,805.0,793.0,-1146.0
2324,仁寶            ,11.06424617767334,3565.76,-9679.27,-5775.1,1.53,0.0,-5.0,3222.78,-8748.238,-5219.601999999999
1301,台塑            ,51.252811431884766,3166.86,11025.09,200213.11,0.13,0.0,0.25,617.89,2151.12,39063.829
2542,興富發          ,16.336978912353516,3093.33,2115.89,6538.55,1.47,0.0,22.28,1893.45,1295.1509999999998,4002.3010000000004
1707,葡萄王          ,128.21173095703125,3025.8,-6840.72,-11478.44,3.16,0.0,-0.76,236.0,-533.549,-895.2719999999999
2231,為升            ,185.52719116210938,2947.1,2316.27,15451.65,1.93,0.0,3.26,158.85,124.84799999999998,832.851
3514,昱晶            ,23.90895652770996,2900.16,-23346.1,-47181.06,1.46,-2.79,-20.65,1213.0,-9764.583,-19733.632999999998
2301,光寶科          ,21.347640991210938,2812.95,25323.64,79432.76,0.51,0.0,8.98,1317.685,11862.5,37209.151
2405,輔信            ,12.117400169372559,2789.43,45348.16,23052.14,6.84,0.0,31.86,2302.0,37424.0,19024.0
2723,美食-KY         ,159.98269653320312,2575.72,9622.42,53597.82,0.0,0.0,10.12,161.0,601.466,3350.226
4904,遠傳            ,47.730140686035156,2428.03,-1682.78,77698.8,1.7,0.0,2.13,508.7,-352.56100000000004,16278.77
2355,敬鵬            ,43.21160888671875,2387.01,-2720.6,-6266.07,1.66,0.0,3.2,552.4,-629.6,-1450.0890000000002
2458,義隆            ,30.34416961669922,2312.23,-1899.58,-38546.92,3.32,0.0,-11.08,762.0,-626.011,-12703.237
6505,台塑化          ,62.70526123046875,2302.8,17284.96,164718.18,-0.11,0.0,2.63,367.242,2756.541,26268.638
6414,樺漢            ,261.1153869628906,2297.82,33934.53,101350.48,0.0,0.0,7.89,88.0,1299.5990000000002,3881.444
8114,振樺電          ,98.9226303100586,2037.81,2304.89,4647.02,3.38,0.0,0.9,206.0,232.999,469.763
0061,元大寶滬深      ,16.549999237060547,1865.18,-681.86,-14017.85,1.22,0.0,4.35,1127.0,-412.0,-8470.0
2801,彰銀            ,9.268414497375488,1841.18,-5867.99,22866.45,2.45,0.0,-0.3,1986.51,-6331.1720000000005,24671.372
2449,京元電子        ,17.12283706665039,1797.9,12842.13,99829.33,0.0,0.0,0.73,1050.0,7500.0,58301.863
2489,瑞軒            ,15.914667129516602,1791.99,8662.96,-3875.82,2.36,0.0,11.43,1126.0,5443.382,-2435.3729999999996
3583,辛耘            ,60.66096496582031,1710.64,-1043.37,-2505.3,1.81,0.0,5.65,282.0,-172.0,-413.0
5880,合庫金          ,7.170583724975586,1688.3,-8361.06,30908.36,0.0,0.0,-1.73,2354.48,-11660.228000000001,43104.386
9904,寶成            ,26.836637496948242,1641.76,-2843.06,-290.09,0.5,0.0,-1.47,611.76,-1059.396,-108.09600000000046
4934,太極            ,32.0565185546875,1609.24,5686.83,26209.41,-2.34,0.0,-20.04,502.0,1774.0,8176.0
6139,亞翔            ,19.66200065612793,1519.87,2908.01,752.43,-5.47,0.0,-14.43,773.0,1479.0,382.68399999999997
5288,豐祥-KY         ,62.24674987792969,1437.9,-174.29,-5427.92,2.38,0.0,-11.5,231.0,-28.0,-872.0
3044,健鼎            ,34.843894958496094,1310.13,5289.55,16707.39,0.0,0.0,0.0,376.0,1518.0720000000001,4794.926
5269,祥碩            ,120.82559967041016,1256.59,-3250.21,-9424.4,1.36,0.0,-16.06,104.0,-269.0,-780.0
2608,嘉里大榮        ,26.07449722290039,1230.72,2597.02,5452.18,5.26,0.0,8.39,472.0,996.0,2091.0
2603,長榮            ,9.474031448364258,1190.71,-5985.94,-17013.66,2.12,0.0,-6.59,1256.81,-6318.259999999999,-17958.2
1704,榮化            ,29.492870330810547,1173.82,20226.21,40468.61,0.0,2.95,-2.92,398.0,6858.0,13721.488
3706,神達            ,9.766792297363281,1160.29,2070.56,21882.99,0.0,0.0,5.39,1188.0,2120.0,22405.5
2239,英利-KY         ,124.37361907958984,1057.18,1019.86,11268.25,-1.24,0.0,-8.62,85.0,82.0,906.0
3037,欣興            ,13.048500061035156,1042.58,-777.1,-19639.4,3.23,0.0,-6.98,799.0,-595.545,-15051.077000000001
2103,台橡            ,19.304189682006836,1038.57,1845.48,-2647.76,3.48,0.0,3.1,538.0,956.0,-1371.6
8341,日友            ,91.27444458007812,1004.02,-5736.69,-22278.16,1.91,0.0,-10.7,110.0,-628.51,-2440.788
1303,南亞            ,40.70325469970703,999.26,6171.59,195812.79,-0.15,0.0,-0.15,245.5,1516.241,48107.404
1402,遠東新          ,16.12957000732422,987.79,-15639.29,30812.92,3.3,0.0,-7.39,612.41,-9696.039,19103.371
1314,中石化          ,6.672383785247803,968.83,-502.23,-3842.21,0.0,0.0,-5.74,1452.0,-752.705,-5758.37
2488,漢平            ,21.110206604003906,960.51,4745.57,5089.67,-1.64,0.0,10.33,455.0,2248.0,2411.0
1722,台肥            ,29.574703216552734,927.46,-1955.27,38660.96,0.33,0.0,-4.07,313.6,-661.1300000000001,13072.308
2204,中華            ,27.89098358154297,881.36,-1812.08,24162.15,0.44,0.0,4.34,316.0,-649.7,8663.069
2376,技嘉            ,20.47831916809082,759.75,-825.45,3002.75,1.91,0.0,-2.81,371.0,-403.084,1466.307
6230,尼得科超眾      ,109.35932922363281,754.58,-12349.62,-28962.86,-2.55,0.0,-8.87,69.0,-1129.27,-2648.412
2609,陽明            ,8.905754089355469,748.08,2947.36,-4557.52,0.82,0.0,-4.66,840.0,3309.5,-5117.5
1326,台化            ,52.129638671875,734.45,37228.78,211930.58,0.5,0.0,4.27,140.89,7141.577,40654.527
9945,潤泰新          ,14.206262588500977,730.95,1469.57,15650.16,-2.2,0.0,-19.4,514.525,1034.4500000000003,11016.379
2834,臺企銀          ,4.573121070861816,725.69,-2310.07,11538.31,1.31,0.0,-0.82,1586.85,-5051.407999999999,25230.715
3035,智原            ,33.77412033081055,621.44,-1697.49,-22401.02,0.92,0.0,-6.6,184.0,-502.6,-6632.6
3059,華晶科          ,21.893606185913086,597.7,-6068.91,-12745.35,3.47,0.0,-6.46,273.0,-2772.0,-5821.496
3561,昇陽光電        ,18.450000762939453,577.49,2364.5,4484.4,1.1,2.5,-7.75,313.0,1281.571,2430.571
3443,創意            ,69.99744415283203,566.98,-965.96,1798.93,0.36,0.0,-5.47,81.0,-138.0,257.0
2880,華南金          ,8.015151977539062,566.82,-12641.12,21108.19,0.65,0.0,-1.89,707.18,-15771.524000000001,26335.353000000003
1338,廣華-KY         ,79.37422943115234,563.56,1158.86,-9791.17,-3.54,0.0,-5.77,71.0,146.0,-1233.545
1541,錩泰            ,41.680259704589844,546.01,1650.54,3034.32,0.0,0.0,12.66,131.0,396.0,728.0
0050,元大台灣50      ,11.443094253540039,529.82,3527.91,179050.18,0.4,0.0,-1.56,463.0,3083.0,156470.077
4551,智伸科          ,56.891326904296875,512.02,7077.28,14404.88,0.0,0.0,0.0,90.0,1244.0,2532.0
5871,中租-KY         ,29.36891746520996,510.33,-4559.27,-14952.47,-0.18,0.0,-5.69,173.765,-1552.414,-5091.256
6409,旭隼            ,354.4529113769531,496.23,11931.59,21677.95,0.76,0.0,6.6,14.0,336.62,611.589
3022,威強電          ,41.1929817199707,481.96,2059.65,-1367.2,-1.2,0.0,-11.15,117.0,500.0,-331.9
8996,高力            ,44.728824615478516,474.13,-1476.05,2191.71,2.95,0.0,0.51,106.0,-330.0,490.0
2327,國巨*           ,14.190080642700195,469.69,1393.8,2630.56,1.25,0.0,6.95,331.0,982.236,1853.8000000000002
6415,矽力*-KY        ,98.65835571289062,453.83,44.3,3983.51,1.07,0.0,-4.39,46.0,4.489999999999998,403.768
8213,志超            ,18.358583450317383,447.95,1441.15,3912.21,0.15,0.0,-2.31,244.0,785.0,2131.0
3016,嘉晶            ,23.856348037719727,438.96,-300.59,-596.41,-0.93,0.0,11.25,184.0,-126.0,-250.0
5522,遠雄            ,16.20391845703125,414.82,10015.64,17361.85,-1.55,0.0,8.24,256.0,6181.0,10714.601
5706,鳳凰            ,19.890474319458008,360.02,612.63,471.4,0.0,0.0,3.98,181.0,308.0,237.0
3605,宏致            ,27.117599487304688,347.11,545.06,-3546.98,-2.05,0.0,-10.8,128.0,201.0,-1308.0
2637,慧洋-KY         ,18.690135955810547,345.77,-219.8,-1488.13,-0.14,0.0,-2.4,185.0,-117.602,-796.212
6277,宏正            ,38.8695068359375,342.05,567.49,2285.53,2.28,0.0,0.93,88.0,146.0,588.0
2352,佳世達          ,7.3739213943481445,337.73,1861.97,8060.79,0.0,0.0,-2.78,458.0,2525.072,10931.482
3004,豐達科          ,49.349205017089844,325.7,710.63,-759.98,-0.31,0.0,2.37,66.0,144.0,-154.0
6443,元晶            ,20.49596405029297,323.84,405.82,3912.68,1.32,0.0,-12.54,158.0,198.0,1909.0
1434,福懋            ,18.54269790649414,323.11,-3917.01,325.04,1.72,0.0,-4.52,174.251,-2112.429,175.29399999999998
5534,長虹            ,25.39253807067871,312.33,1583.22,-3957.5,1.02,0.0,5.3,123.0,623.499,-1558.5279999999998
1319,東陽            ,34.79859161376953,306.23,37469.68,60880.5,-1.13,0.0,14.85,88.0,10767.583999999999,17495.106
6239,力成            ,42.37495040893555,303.24,5130.25,77871.21,0.42,0.0,1.71,71.56,1210.68,18376.709000000003
9929,秋雨            ,14.103255271911621,289.12,817.99,4431.24,-1.54,0.0,-2.29,205.0,580.0,3142.0
9910,豐泰            ,70.44234466552734,278.74,-4058.32,-15506.97,-0.6,0.0,-4.91,39.57,-576.119,-2201.371
2104,國際中橡        ,14.586917877197266,271.32,641.94,3812.27,0.62,0.0,-2.2,186.0,440.077,2613.487
6176,瑞儀            ,28.04599952697754,267.67,-13505.3,-64032.56,-0.99,0.0,-14.57,95.44,-4815.41,-22831.262
2382,廣達            ,31.544981002807617,266.11,3593.29,65798.66,0.0,0.0,-3.81,84.36,1139.1,20858.677
2317,鴻海            ,61.57326889038086,265.01,-80977.14,669158.26,-0.85,0.0,-3.33,43.04,-13151.347,108676.747
1522,堤維西          ,16.436784744262695,241.62,-444.73,1308.0,1.76,0.0,-1.52,147.0,-270.569,795.778
2441,超豐            ,20.654138565063477,235.46,1071.95,5883.74,-1.1,0.0,-2.71,114.0,519.0,2848.699
