代號,名稱,當日收盤價,當日買賣超金額(萬元),5日買賣超金額(萬元),1個月買賣超金額(萬元),當日漲幅(%),5日漲幅(%),1個月漲幅(%),當日買超(張),5日買超(張),1個月買超(張)
2609,陽明            ,40.26516342163086,25952.9,77646.26,250401.76,0.15,5.85,-3.98,6445.497,19283.732,62188.19
3711,日月光投控      ,71.07904815673828,21612.36,156596.5,20151.4,-0.97,2.37,-0.12,3040.609,22031.317,2835.0690000000004
2603,長榮            ,65.23831176757812,16990.99,59497.18,297625.32,0.0,6.51,-23.02,2604.449,9119.975999999999,45621.248
2618,長榮航          ,25.562280654907227,15666.69,-27006.92,4964.4,1.92,3.37,-12.07,6128.83,-10565.143,1942.0810000000056
2915,潤泰全          ,45.57169723510742,15248.29,40716.08,56545.92,0.79,-0.2,-7.1,3346.0,8934.51,12408.123
6456,GIS-KY          ,80.76830291748047,14077.92,26677.77,9753.41,2.29,10.57,5.61,1743.0,3303.0,1207.579
2610,華航            ,18.69921112060547,13650.68,5965.96,-186190.88,1.24,3.56,-7.08,7300.136,3190.4890000000005,-99571.515
3653,健策            ,403.1383972167969,13561.13,69686.75,82221.12,1.21,9.7,8.7,336.389,1728.606,2039.5259999999998
3008,大立光          ,1636.97802734375,13244.95,44411.05,-41541.76,0.54,10.15,-6.35,80.911,271.299,-253.77099999999996
2317,鴻海            ,96.4781265258789,12494.8,62963.27,-403817.29,0.0,5.39,0.47,1295.091,6526.17,-41855.839
3023,信邦            ,257.03167724609375,11114.8,37507.17,49801.64,1.06,7.55,2.15,432.429,1459.243,1937.568
2002,中鋼            ,25.776548385620117,9693.21,75156.19,5910.6,-0.9,3.18,-5.81,3760.476,29156.809,2293.0160000000014
2201,裕隆            ,39.183433532714844,8637.82,-5823.61,-21509.35,4.0,4.51,1.3,2204.456,-1486.242,-5489.4
2892,第一金          ,21.38377571105957,8235.77,51314.72,111753.9,-1.16,-1.92,-3.59,3851.411,23997.032,52261.068
2637,慧洋-KY         ,44.64070510864258,8102.36,41959.79,10188.86,1.03,13.93,11.76,1815.017,9399.446,2282.414
6415,矽力*-KY        ,446.8974609375,7372.51,34084.78,91865.63,-0.43,9.26,-3.56,164.971,762.6980000000001,2055.631
2382,廣達            ,64.49037170410156,7267.65,57757.14,118419.91,-1.58,-2.86,-6.27,1126.935,8955.932,18362.417
2882,國泰金          ,35.79264450073242,7253.72,11716.94,-340282.61,-0.74,1.38,-6.14,2026.596,3273.5610000000015,-95070.543
2385,群光            ,66.39787292480469,6224.14,7439.61,30852.31,1.2,1.94,2.82,937.4,1120.4589999999998,4646.581
4961,天鈺            ,130.09031677246094,5982.0,9059.36,15878.69,0.5,7.83,-12.99,459.834,696.39,1220.59
2392,正崴            ,33.023956298828125,5898.18,3475.61,238.51,8.92,9.88,2.19,1786.031,1052.452,72.22399999999988
4915,致伸            ,54.59328079223633,5717.55,15804.91,26445.71,1.92,-0.31,-7.56,1047.3,2895.0289999999995,4844.132
1216,統一            ,58.52885055541992,5474.51,33956.29,54490.0,-0.45,-2.38,-1.79,935.353,5801.6320000000005,9309.939
3034,聯詠            ,195.62680053710938,5299.67,60177.56,22624.12,-0.83,8.9,-7.92,270.907,3076.141,1156.494
1802,台玻            ,18.950000762939453,5271.29,26818.58,38602.15,1.34,8.6,13.81,2781.684,14152.282000000001,20370.529000000002
