代號,名稱,當日收盤價,當日買賣超金額(萬元),5日買賣超金額(萬元),1個月買賣超金額(萬元),當日漲幅(%),5日漲幅(%),1個月漲幅(%),當日買超(張),5日買超(張),1個月買超(張)
2330,台積電          ,125.26581573486328,86488.82,240301.61,1903044.42,0.3,1.84,7.1,6904.423,19183.335,151920.491
2317,鴻海            ,61.800743103027344,43246.1,24207.02,143129.61,0.99,1.62,4.35,6997.666,3916.946,23159.852
2105,正新            ,44.92902374267578,33642.92,80177.06,252823.69,1.77,2.98,3.29,7488.015,17845.272,56271.796
2912,統一超          ,175.47470092773438,29908.54,50878.89,111528.03,3.91,4.99,5.43,1704.436,2899.5,6355.79
2881,富邦金          ,19.945289611816406,21524.0,30134.79,37185.9,0.63,0.5,6.95,10791.522,15108.726,18643.952
2474,可成            ,145.2509002685547,20182.18,54176.9,104473.47,1.43,0.0,2.48,1389.47,3729.884,7192.621
2887,台新新光金      ,5.92257022857666,14114.38,31915.24,70772.0,0.4,1.21,5.04,23831.515,53887.479999999996,119495.41
2308,台達電          ,116.48665618896484,13423.47,49840.94,185577.89,1.64,2.66,7.67,1152.361,4278.682,15931.257
3045,台灣大          ,73.14186096191406,13106.89,34006.63,81738.2,0.0,-1.3,3.64,1791.982,4649.407,11175.297
4904,遠傳            ,50.45188903808594,12992.24,37296.6,82625.46,0.93,0.93,2.56,2575.174,7392.508,16377.08
1527,鑽全            ,51.70619201660156,12525.79,33058.32,34636.58,4.53,12.46,12.14,2422.494,6393.493,6698.729
1704,榮化            ,33.30112838745117,11845.09,13650.6,26695.54,7.66,8.4,7.07,3556.963,4099.139,8016.408
3008,大立光          ,2290.043701171875,11635.94,5114.13,263512.35,0.49,-0.49,13.59,50.811,22.332000000000022,1150.687
1102,亞泥            ,16.70452117919922,11503.13,39407.13,62404.81,1.79,11.35,19.29,6886.24,23590.699,37358.033
2354,鴻準            ,52.17537307739258,11415.7,4417.15,190175.08,1.63,-1.45,3.16,2187.948,846.5959999999999,36449.203
2393,億光            ,29.154752731323242,11125.45,16887.32,-2821.29,6.11,14.76,13.76,3816.0,5792.305,-967.6930000000001
2382,廣達            ,33.761653900146484,10968.48,30970.89,91204.13,0.51,2.41,3.66,3248.798,9173.393,27014.119
2355,敬鵬            ,50.06049728393555,9411.37,15602.35,38624.25,1.58,4.26,2.75,1880.0,3116.698,7715.514999999999
0050,元大台灣50      ,11.797286033630371,8418.54,31446.85,253823.25,0.31,1.09,4.51,7136.0,26656.0,215153.93
1326,台化            ,53.03623962402344,8177.46,19814.99,128648.62,0.99,-0.61,1.87,1541.862,3736.1220000000003,24256.739
2498,宏達電          ,92.14952087402344,7069.18,17434.38,557072.64,0.75,0.53,16.01,767.142,1891.9660000000003,60453.124
2383,台光電          ,51.362361907958984,7067.46,51175.12,52624.19,1.26,8.04,11.86,1376.0,9963.544,10245.671
1303,南亞            ,37.78256607055664,6458.08,4060.48,-3782.04,0.16,0.83,0.16,1709.274,1074.6970000000001,-1001.0019999999998
2884,玉山金          ,8.173141479492188,6405.19,12528.7,37778.8,0.26,1.6,8.22,7836.879,15329.114,46223.109
6271,同欣電          ,76.33893585205078,6175.82,7557.55,3595.56,3.15,6.17,5.18,809.0,990.0,471.0
2409,友達            ,6.721893787384033,6080.61,-7323.82,-3030.69,1.18,1.73,5.13,9045.972,-10895.475,-4508.682000000001
1216,統一            ,43.03521728515625,5851.08,42283.71,206027.89,-0.92,0.0,6.99,1359.602,9825.374,47874.254
3231,緯創            ,12.246601104736328,5579.42,18475.71,117388.3,0.46,1.85,7.04,4555.892,15086.396,95853.78
1319,東陽            ,33.607765197753906,5357.08,10543.84,7505.42,1.6,5.39,6.05,1594.0,3137.324,2233.239
2618,長榮航          ,9.87578010559082,5345.79,1447.8,-16223.32,4.15,4.15,2.38,5413.03,1466.0149999999994,-16427.377
2228,劍麟            ,140.85916137695312,5155.45,10889.26,17531.32,1.9,9.69,3.37,366.0,773.06,1244.599
2801,彰銀            ,9.351665496826172,4934.36,14740.99,46678.26,0.0,0.9,2.74,5276.452,15762.956,49914.382
3702,大聯大          ,22.623964309692383,4932.82,10393.51,54664.21,0.41,-1.85,5.09,2180.352,4594.027,24162.082
1101,台泥            ,15.611797332763672,4670.97,10591.69,28521.71,0.77,1.71,11.77,2991.95,6784.413,18269.332
2412,中華電          ,75.8175048828125,4565.21,19234.01,152712.71,0.44,0.89,3.18,602.132,2536.8830000000003,20142.144
1301,台塑            ,50.863555908203125,4393.2,20931.73,110920.82,0.26,-0.38,0.38,863.722,4115.270999999999,21807.524
3034,聯詠            ,58.226715087890625,4376.73,20743.13,-15505.41,0.0,4.98,3.11,751.67,3562.476,-2662.938
2002,中鋼            ,15.000638961791992,4275.11,5383.87,26641.99,-0.24,0.96,2.94,2849.953,3589.092999999999,17760.572999999997
2356,英業達          ,13.640707969665527,4126.12,11753.33,76226.44,0.66,0.22,6.0,3024.856,8616.36,55881.585999999996
2313,華通            ,11.709126472473145,4090.0,2079.85,-11346.23,1.47,2.38,8.18,3493.0,1776.266,-9690.077000000001
1210,大成            ,16.058467864990234,3759.29,21905.35,53459.37,-1.18,8.52,15.81,2341.0,13640.998,33290.452
2353,宏碁            ,9.836548805236816,3594.19,17851.96,112863.35,0.32,-0.96,32.48,3653.91,18148.597999999998,114738.768
2379,瑞昱            ,63.66486740112305,3382.53,32445.7,82842.86,-0.82,3.42,12.43,531.302,5096.328,13012.336
2324,仁寶            ,11.175165176391602,3358.16,19954.89,58376.21,0.0,0.75,6.61,3005.022,17856.465,52237.447
