代號,名稱,當日收盤價,當日買賣超金額(萬元),5日買賣超金額(萬元),1個月買賣超金額(萬元),當日漲幅(%),5日漲幅(%),1個月漲幅(%),當日買超(張),5日買超(張),1個月買超(張)
2882,國泰金          ,26.817602157592773,64514.69,262451.48,405584.13,2.4,7.41,13.09,24056.846,97865.378,151238.029
2881,富邦金          ,23.46766471862793,52642.94,121696.59,255812.41,3.6,6.7,12.06,22432.115,51857.137,109006.332
2317,鴻海            ,67.56375885009766,35116.7,85067.54,-705054.64,-0.45,3.85,0.68,5197.565,12590.705999999998,-104353.969
2454,聯發科          ,158.06729125976562,25919.83,22802.85,208601.91,2.04,2.25,-0.2,1639.797,1442.604,13197.032000000001
2474,可成            ,135.86094665527344,21335.13,90061.35,-102250.05,1.31,3.58,2.89,1570.365,6628.936,-7526.081
2377,微星            ,50.390869140625,11428.65,50384.29,-11681.59,4.5,11.34,13.3,2268.0,9998.695,-2318.1950000000006
2383,台光電          ,64.82231140136719,9444.61,18708.79,47164.91,3.95,9.21,25.51,1457.0,2886.165,7276.030000000001
4915,致伸            ,28.857372283935547,8469.64,13274.39,26424.7,1.11,2.6,5.22,2935.0,4600.0,9157.0
1707,葡萄王          ,155.800048828125,7976.96,29041.13,62976.14,2.43,5.94,7.91,512.0,1864.0,4042.1130000000003
6414,樺漢            ,337.54180908203125,7864.72,49766.86,37742.0,1.78,14.03,5.95,233.0,1474.391,1118.143
6285,啟碁            ,61.87759017944336,7412.94,61211.8,133016.22,0.42,7.13,15.78,1198.0,9892.402,21496.671
2354,鴻準            ,62.193031311035156,7348.4,73983.49,231377.72,-0.11,6.3,15.21,1181.547,11895.785,37203.159
2409,友達            ,9.387138366699219,7286.41,6505.4,54364.88,1.59,1.19,-2.3,7762.116,6930.119999999995,57914.221
1305,華夏            ,10.829827308654785,7127.11,15968.58,32539.75,4.58,6.3,23.6,6581.0,14745.0,30046.414
2002,中鋼            ,16.3586368560791,6166.19,3279.4,90787.31,0.67,-1.97,-1.32,3769.378,2004.6910000000003,55498.09
6271,同欣電          ,100.65763092041016,5737.48,13850.49,46392.53,4.96,0.79,9.01,570.0,1376.0,4608.943
5269,祥碩            ,186.90908813476562,5420.36,4654.04,48008.42,8.61,11.0,29.86,290.0,249.0,2568.544
4956,光鋐            ,21.636594772338867,5320.44,8131.03,8200.27,7.86,27.61,98.68,2459.0,3758.0,3790.0
5434,崇越            ,50.224273681640625,5213.28,14993.79,28986.32,1.48,8.87,11.31,1038.0,2985.368,5771.376
2207,和泰車          ,264.72137451171875,5162.94,14542.76,29959.23,3.58,4.02,11.04,195.033,549.361,1131.727
8464,億豐            ,255.5526580810547,5039.24,11972.49,81186.06,3.15,3.3,8.42,197.19,468.494,3176.882
2301,光寶科          ,27.203014373779297,4730.31,8615.3,61354.81,1.81,4.4,4.08,1738.893,3167.037,22554.415
3545,敦泰            ,32.5552864074707,4590.3,11384.21,34641.31,0.79,1.75,5.45,1410.0,3496.885,10640.764
6239,力成            ,51.23152160644531,4468.93,11386.33,95354.51,0.74,0.99,1.23,872.3,2222.524,18612.468
4904,遠傳            ,50.00783920288086,4240.33,22035.52,58635.0,0.0,0.27,0.4,847.933,4406.414,11725.162
9910,豐泰            ,76.873779296875,3828.51,15267.72,31438.39,2.3,5.41,8.33,498.025,1986.076,4089.612
2357,華碩            ,150.03500366210938,3762.91,19265.53,4520.3,0.0,0.93,2.05,250.802,1284.069,301.28299999999996
2345,智邦            ,39.616458892822266,3395.13,-2821.23,-30618.98,1.52,0.4,-4.56,857.0,-712.135,-7728.854
6415,矽力*-KY        ,117.52620697021484,3137.95,9478.78,25799.8,7.71,12.53,22.38,267.0,806.525,2195.238
2912,統一超          ,179.76751708984375,2698.56,5379.67,79909.05,0.0,0.6,-0.32,150.114,299.25700000000006,4445.133
3450,聯鈞            ,72.50918579101562,2545.07,-15763.3,-50780.96,3.88,-4.37,-12.04,351.0,-2173.973,-7003.383
1527,鑽全            ,78.09064483642578,2498.9,21114.93,43576.89,0.88,12.2,18.68,320.0,2703.9,5580.296
5871,中租-KY         ,31.102359771728516,2482.86,8260.65,25938.11,0.55,2.05,2.43,798.287,2655.956,8339.594
3380,明泰            ,17.17949104309082,2432.62,5746.54,17823.87,2.81,6.25,14.42,1416.0,3345.0,10375.088
1319,東陽            ,42.792442321777344,2323.63,10200.79,991.52,-0.16,5.7,8.42,543.0,2383.784,231.70399999999978
0050,元大台灣50      ,12.871520042419434,2261.53,19166.98,65956.11,-0.07,0.86,1.01,1757.0,14891.0,51241.9
2492,華新科          ,27.277542114257812,2135.83,5305.07,3234.64,1.87,2.66,-3.39,783.0,1944.8490000000002,1185.8239999999998
3576,聯合再生        ,28.30013656616211,2089.17,1876.92,12081.56,0.93,1.87,0.31,738.219,663.219,4269.083
2059,川湖            ,325.8188171386719,2052.66,-430.37,15061.98,3.06,2.67,6.52,63.0,-13.209,462.281
1227,佳格            ,53.915611267089844,1997.51,1571.47,26396.61,1.69,0.77,10.27,370.488,291.468,4895.912
1590,亞德客-KY       ,199.71710205078125,1997.17,19458.6,-12135.71,0.21,5.95,-3.18,100.0,974.308,-607.645
2428,興勤            ,42.02092742919922,1911.95,4529.38,3201.52,3.19,5.86,18.99,455.0,1077.887,761.887
2303,聯電            ,7.41405725479126,1895.33,8105.1,-39527.35,0.43,1.31,-2.93,2556.402,10932.074000000002,-53314.06
2618,長榮航          ,10.330307960510254,1888.17,-949.14,27159.96,0.34,2.56,1.89,1827.8,-918.7920000000004,26291.533
4426,利勤            ,93.60753631591797,1862.79,1759.17,13311.45,3.48,6.07,15.12,199.0,187.93,1422.049
3005,神基            ,15.510775566101074,1827.17,6240.94,26103.41,1.45,4.48,13.59,1178.0,4023.614,16829.209
2634,漢翔            ,34.09358596801758,1810.37,1909.24,-6314.13,2.04,4.52,2.97,531.0,560.0,-1852.0
2376,技嘉            ,27.586240768432617,1757.24,6747.63,34387.09,1.98,1.75,6.59,637.0,2446.013,12465.306
2393,億光            ,29.687637329101562,1600.16,5973.75,1284.17,0.2,0.4,-4.38,539.0,2012.202,432.5590000000002
1101,台泥            ,17.91631507873535,1493.62,22210.78,107710.43,-1.63,-3.73,5.09,833.667,12396.955,60118.628
3044,健鼎            ,41.50016403198242,1470.77,5691.76,19493.18,0.0,1.37,1.06,354.4,1371.503,4697.134
0056,元大高股息      ,12.001882553100586,1460.63,5109.2,37875.54,0.57,1.35,0.53,1217.0,4257.0,31558.0
3231,緯創            ,13.410565376281738,1443.44,5714.75,30277.11,-0.45,-0.89,1.45,1076.348,4261.376,22577.056
2834,臺企銀          ,4.600052356719971,1359.35,6523.24,25153.24,0.0,0.59,1.67,2955.081,14180.789,54680.326
2395,研華            ,154.67539978027344,1319.89,9579.74,19002.55,0.39,2.77,5.49,85.333,619.345,1228.5439999999999
6456,GIS-KY          ,60.99226760864258,1299.14,3946.2,-3836.41,2.55,4.41,-6.29,213.0,647.0,-629.0
3679,新至陞          ,43.856117248535156,1227.97,3430.37,14050.55,4.28,7.7,21.19,280.0,782.188,3203.783
2542,興富發          ,18.847639083862305,1173.01,5942.6,30828.69,0.1,2.17,-0.5,622.367,3152.969,16356.789
2913,農林            ,13.908462524414062,1158.57,3495.68,13646.07,-1.95,-3.83,-7.38,833.0,2513.344,9811.344000000001
4551,智伸科          ,56.89132308959961,1154.89,10445.25,24241.39,0.0,0.0,0.0,203.0,1836.0,4261.0
2349,錸德            ,13.447372436523438,1151.1,5567.21,40103.88,-1.38,0.28,-10.75,856.0,4140.0,29822.84
2929,淘帝-KY         ,73.09317779541016,1103.71,5116.52,-4549.65,-3.1,4.33,9.44,151.0,700.0,-622.4449999999999
1605,華新            ,6.684183597564697,1087.52,3994.7,2406.46,0.49,1.49,1.49,1627.0,5976.344999999999,3600.2349999999997
8105,凌巨            ,20.340024948120117,1049.55,498.33,-3059.14,0.94,5.65,2.63,516.0,245.0,-1504.0
2449,京元電子        ,18.556489944458008,1018.75,-1473.86,-5801.94,0.69,-0.51,-4.87,549.0,-794.2539999999999,-3126.633999999999
2610,華航            ,7.8697075843811035,1006.04,1684.79,22328.92,0.11,0.87,-2.52,1278.367,2140.855,28373.249
1604,聲寶            ,11.359037399291992,1003.0,1227.91,2873.29,1.45,4.49,9.59,883.0,1081.0,2529.519
1303,南亞            ,40.271602630615234,990.28,8618.84,33214.12,0.0,0.49,-0.32,245.901,2140.177,8247.529
4919,新唐            ,27.3267765045166,961.9,797.94,15906.92,3.86,2.23,7.47,352.0,292.0,5821.0
1522,堤維西          ,23.718019485473633,922.63,3344.24,5376.92,1.55,5.24,14.56,389.0,1410.0,2267.018
1704,榮化            ,34.94481658935547,884.1,4882.15,11281.93,0.38,0.51,3.79,253.0,1397.103,3228.499
2105,正新            ,46.223514556884766,860.83,11308.22,138384.26,-0.29,-0.15,0.15,186.233,2446.422,29938.066
2352,佳世達          ,9.555150032043457,851.36,8828.72,22139.42,0.39,6.56,11.11,891.0,9239.749,23170.148
6409,旭隼            ,352.9385986328125,850.93,1710.52,10373.82,0.61,6.14,4.89,24.11,48.464999999999996,293.927
2537,聯上發          ,8.75688362121582,828.4,2452.8,3410.84,-0.39,13.39,13.39,946.0,2801.0,3895.041
6206,飛捷            ,65.57798767089844,826.28,2814.9,10195.36,0.46,1.39,6.15,126.0,429.245,1554.693
5288,豐祥-KY         ,73.4227523803711,800.31,65.54,-1454.31,0.47,-4.91,1.09,109.0,8.927000000000007,-198.07299999999998
2536,宏普            ,19.013601303100586,796.67,4170.86,7233.27,0.73,2.8,12.62,419.0,2193.621,3804.259
0055,元大MSCI金融    ,9.843521118164062,796.34,1043.41,4693.39,0.79,1.9,3.95,809.0,1060.0,4768.0
6451,訊芯-KY         ,125.40382385253906,790.04,-1417.06,29709.42,0.65,-2.22,54.93,63.0,-113.0,2369.1
2892,第一金          ,9.44658374786377,781.14,4260.98,-1012.59,0.0,1.24,1.8,826.9,4510.602,-1071.914999999999
4532,瑞智            ,20.295917510986328,779.36,4475.17,37230.13,-1.63,-2.65,18.43,384.0,2204.96,18343.657
3653,健策            ,46.27275466918945,772.76,222.11,3496.67,-1.62,-0.82,11.38,167.0,48.0,755.6659999999999
2369,菱生            ,8.83281421661377,762.27,1490.98,3708.02,4.31,7.39,9.0,863.0,1688.0,4198.0
2379,瑞昱            ,84.5137939453125,759.5,9743.21,82590.88,0.78,2.8,9.83,89.867,1152.854,9772.473
2103,台橡            ,20.67624855041504,747.05,4764.16,19682.2,0.87,4.34,8.45,361.306,2304.169,9519.231
2723,美食-KY         ,194.2808074951172,716.41,-3388.65,18350.97,0.16,-2.2,-3.09,36.875,-174.42000000000002,944.559
2385,群光            ,42.35248565673828,700.08,2881.71,12511.41,0.51,-0.76,-1.26,165.298,680.4110000000001,2954.115
2481,強茂            ,13.791181564331055,649.56,-509.58,181.22,0.6,3.4,3.4,471.0,-369.5,131.404
6213,聯茂            ,24.587848663330078,597.48,1819.75,10308.79,0.28,1.56,1.84,243.0,740.1,4192.636
2329,華泰            ,16.98740005493164,577.57,89433.25,97779.16,-0.36,2.58,1.83,340.0,52646.813,57559.813
4999,鑫禾            ,35.235252380371094,563.76,1166.29,3092.95,0.88,1.05,4.36,160.0,331.0,877.8
1310,台苯            ,11.136120796203613,553.47,1702.71,6249.31,0.63,0.95,0.91,497.0,1529.0,5611.749
2441,超豐            ,23.809432983398438,545.24,1622.88,10410.94,0.52,1.68,2.95,229.0,681.611,4372.611
1558,伸興            ,91.04844665527344,537.19,3796.72,8979.68,0.0,1.27,9.97,59.0,417.0,986.2529999999999
2316,楠梓電          ,20.95528221130371,525.98,-96.81,1593.4,-0.24,-0.24,-7.06,251.0,-46.200000000000045,760.3799999999999
4958,臻鼎-KY         ,43.64615249633789,509.35,9292.86,7980.37,-0.87,5.39,2.7,116.7,2129.136,1828.424
1521,大億            ,56.783084869384766,482.66,664.36,1295.79,1.84,3.36,5.6,85.0,117.0,228.2
2106,建大            ,33.13368606567383,481.67,2848.74,4710.42,0.0,1.14,3.71,145.373,859.773,1421.6399999999999
6209,今國光          ,19.49710464477539,467.93,1240.02,1460.33,10.08,23.84,23.48,240.0,636.0,749.0
6202,盛群            ,32.34516525268555,462.54,899.2,323.45,1.92,1.82,-6.65,143.0,278.0,100.0
2464,盟立            ,31.493206024169922,456.65,4826.81,30053.63,-1.98,-2.38,16.87,145.0,1532.65,9542.893
5388,中磊            ,48.05779266357422,442.13,9679.18,-7436.47,0.7,4.36,1.41,92.0,2014.0700000000002,-1547.402
2880,華南金          ,9.202840805053711,426.0,10323.23,64997.86,-0.31,1.56,1.73,462.899,11217.443000000001,70628.034
2439,美律            ,69.8204116821289,425.9,-1172.24,83743.18,-0.43,1.32,23.33,61.0,-167.89299999999997,11994.082999999999
2890,永豐金          ,5.5065460205078125,396.07,1537.31,8437.27,0.11,0.43,-0.04,719.279,2791.7830000000004,15322.260000000006
1434,福懋            ,19.895750045776367,377.02,2173.61,3950.45,0.33,3.38,0.16,189.5,1092.5,1985.5770000000002
8163,達方            ,10.830617904663086,373.66,822.04,3305.4,0.8,1.62,5.31,345.0,759.0,3051.908
1702,南僑            ,44.77591323852539,367.16,1714.92,5950.72,-0.28,0.86,0.72,82.0,383.0,1329.0
2006,東和鋼鐵        ,15.707237243652344,361.27,797.93,3345.28,0.27,-0.8,2.49,230.0,508.0,2129.772
2545,皇翔            ,19.57204818725586,354.25,1152.79,4857.49,0.76,1.52,14.29,181.0,589.0,2481.85
2328,廣宇            ,18.40949058532715,347.94,9217.37,20033.17,2.87,18.06,50.54,189.0,5006.860000000001,10881.981
2313,華通            ,11.491006851196289,336.69,-2344.17,-13889.97,-0.63,0.63,-5.09,293.0,-2040.003,-12087.685
2104,國際中橡        ,16.005340576171875,320.11,2229.54,2193.45,0.0,2.82,9.89,200.0,1393.0,1370.45
6278,台表科          ,18.18475341796875,318.23,758.3,1047.5,1.88,2.46,0.56,175.0,417.0,576.033
3533,嘉澤            ,63.536094665527344,317.68,1781.99,-2660.97,1.85,5.49,-3.62,50.0,280.469,-418.812
8429,金麗-KY         ,42.76112365722656,307.88,773.98,1920.4,-0.32,2.13,-1.58,72.0,181.0,449.1
6191,精成科          ,7.226227760314941,307.84,869.32,2252.72,6.67,7.87,8.97,426.0,1203.0,3117.423
1215,卜蜂            ,22.04275894165039,286.56,-1809.71,2536.74,0.13,-2.04,-0.65,130.0,-821.0,1150.825
5469,瀚宇博          ,7.97344970703125,282.26,1066.05,955.74,0.45,3.24,4.69,354.0,1337.0,1198.658
2356,英業達          ,14.630196571350098,275.39,1225.47,16188.09,-0.21,0.0,-5.1,188.233,837.629,11064.846000000001
4906,正文            ,14.640864372253418,273.78,1818.4,3863.04,3.11,11.95,19.06,187.0,1242.0,2638.536
1256,鮮活果汁-KY     ,96.91828918457031,261.68,688.12,603.22,2.13,20.0,38.46,27.0,71.0,62.24
2115,六暉-KY         ,26.614473342895508,247.51,782.47,3740.44,0.53,1.42,16.89,93.0,294.0,1405.416
3056,富華新          ,5.4503092765808105,246.9,2439.29,3818.6,0.98,16.06,26.77,453.0,4475.5,7006.213
9939,宏全            ,31.249755859375,231.25,1321.31,11187.7,-0.84,-1.56,-0.32,74.0,422.821,3580.091
8210,勤誠            ,36.002532958984375,226.82,-137.89,-2524.89,0.37,0.74,-8.57,63.0,-38.3,-701.308
9934,成霖            ,10.692656517028809,225.62,810.5,1320.01,-0.31,6.31,15.52,211.0,758.0,1234.5
3015,全漢            ,13.675979614257812,220.18,473.19,-92.69,0.4,0.0,5.35,161.0,346.0,-67.774
1783,和康生          ,19.585657119750977,217.4,217.4,205.65,5.81,6.25,3.66,111.0,111.0,105.0
5522,遠雄            ,17.578536987304688,216.22,5133.05,8343.91,0.0,5.19,8.7,123.0,2920.067,4746.647
2505,國揚            ,18.289892196655273,210.33,384.09,1529.52,3.05,5.06,13.92,115.0,210.0,836.265
1536,和大            ,133.6787872314453,200.85,72425.51,98924.56,0.91,6.73,12.12,15.025,5417.876,7400.169
1714,和桐            ,5.63759183883667,200.7,536.7,2145.36,-0.26,-0.9,2.54,356.0,952.0,3805.459
2228,劍麟            ,150.02378845214844,195.03,-2466.59,-13352.43,1.35,1.35,-3.23,13.0,-164.413,-890.021
6281,全國電          ,33.69658279418945,192.07,181.96,660.45,0.83,0.17,3.6,57.0,54.0,196.0
4536,拓凱            ,71.04193878173828,191.81,561.23,646.48,-0.93,1.43,2.4,27.0,79.0,91.0
1304,台聚            ,9.58316421508789,191.66,793.49,2522.04,0.37,0.0,5.0,200.0,828.0,2631.745
2101,南港            ,23.902366638183594,186.44,-1070.83,-365.73,0.17,-0.51,4.63,78.0,-448.0,-153.01
2472,立隆電          ,25.88039207458496,183.75,595.25,134.58,1.15,1.54,0.94,71.0,230.0,52.0
2436,偉詮電          ,22.90622901916504,183.25,657.41,-1843.95,-0.21,5.45,1.26,80.0,287.0,-805.0
3406,玉晶光          ,43.53704071044922,182.86,818.5,1172.32,0.95,0.19,-8.26,42.0,188.0,269.269
2883,凱基金          ,5.367205619812012,181.95,-4345.08,9681.1,0.74,1.11,4.48,339.001,-8095.607,18037.499
2923,鼎固-KY         ,16.5047664642334,181.55,397.76,478.64,5.12,6.35,10.24,110.0,241.0,290.0
1217,愛之味          ,6.880606651306152,178.9,399.08,624.1,0.38,0.38,-2.08,260.0,580.0,907.048
8213,志超            ,18.96466064453125,176.37,908.41,3737.6,-0.3,2.35,7.39,93.0,479.0,1970.825
4934,太極            ,28.39003562927246,176.02,-2728.28,-19819.08,1.58,3.87,-3.88,62.0,-961.0,-6981.0
6197,佳必琪          ,16.86334228515625,175.38,490.72,1534.33,0.0,1.08,3.3,104.0,291.0,909.86
9924,福興            ,28.54302978515625,174.11,743.12,-11407.64,0.58,-0.91,-5.73,61.0,260.352,-3996.648
3149,正達            ,29.4835262298584,171.0,238.82,483.53,-1.62,2.97,-7.25,58.0,81.0,164.0
8271,宇瞻            ,24.061660766601562,161.21,-57.75,-236.83,0.75,0.37,-4.1,67.0,-24.0,-98.42599999999999
2614,東森            ,10.459890365600586,161.08,337.85,121.78,-0.6,1.08,15.44,154.0,323.0,116.42500000000001
2426,鼎元            ,9.806331634521484,160.82,389.31,2120.08,-1.53,4.47,-4.1,164.0,397.0,2161.954
3036,文曄            ,25.519163131713867,160.77,2784.7,42621.19,-0.91,-2.25,9.96,63.0,1091.221,16701.641
3356,奇偶            ,37.75153732299805,154.78,64.18,-746.36,2.13,4.76,-9.73,41.0,17.0,-197.702
2362,藍天            ,20.34748077392578,152.61,254.34,-1067.48,0.0,-0.17,-0.34,75.0,125.0,-524.625
2514,龍邦            ,17.062637329101562,151.86,187.69,1957.08,0.0,4.6,5.25,89.0,110.0,1147.0
